id,act_id,web_id,created_at,updated_at
4639,53230,6210,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4640,53231,6211,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4641,53234,6212,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4642,53241,6213,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4643,30476,6214,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4644,39164,6215,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4645,53224,6216,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4646,37204,6217,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4647,53259,6218,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4648,29571,6219,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4649,23465,6221,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4650,16455,6224,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4651,30361,6225,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4652,30335,6226,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4653,30366,6227,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4654,30331,6228,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4655,30385,6229,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4656,30386,6230,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4657,30376,6231,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4658,30420,6232,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4659,30462,6233,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4660,30326,6234,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4662,30413,6236,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4663,30417,6237,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4664,30406,6238,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4665,30480,6239,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4666,11308,6240,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4667,30558,6241,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4668,30454,6242,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4669,18495,7955,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4671,30481,6244,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4672,30466,6245,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4673,26591,6246,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4674,50446,6247,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4675,26519,6248,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4676,55396,6250,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4677,30522,6251,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4678,30526,6252,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4679,30626,6253,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4680,35161,6254,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4681,37748,6255,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4682,23242,6256,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4683,48520,6257,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4684,19067,6259,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4685,10069,6260,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4686,35912,2630,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4687,54761,6261,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4688,54711,6262,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4689,54817,6263,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4690,54757,6264,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4691,54770,6265,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4692,54769,6266,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4693,55599,6267,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4694,54790,6269,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4695,54791,6270,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4696,54744,6271,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4697,54745,6272,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4698,54752,6273,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4699,55215,6274,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4700,57328,6275,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4701,12610,6277,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4702,12623,6278,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4703,54753,6279,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4704,54778,6280,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4705,54783,6281,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4706,28464,6282,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4707,45778,6285,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4670,13779,38262,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4635,14912,38706,2018-02-23 04:16:10 UTC,2018-02-27 03:57:49 UTC
4708,56256,6286,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4709,37001,6287,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4710,37021,6288,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4711,56802,6289,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4712,37042,6290,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4713,36961,6291,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4715,37116,6293,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4716,50217,6295,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4717,45779,6296,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4718,32782,6297,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4719,37280,6298,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4720,17559,6301,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4721,12567,6302,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4722,21515,6304,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4723,59278,6305,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4725,45786,6307,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4726,45761,6308,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4727,45762,6309,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4728,45781,6310,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4729,45774,6311,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4730,32107,6312,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4731,45793,6313,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4732,45895,6314,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4733,45912,6315,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4734,45900,6316,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4735,45909,6317,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4736,45910,6318,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4737,45911,6319,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4738,45917,6320,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4739,45928,6321,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4740,45931,6322,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4741,45932,6323,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4742,45903,6324,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4743,45902,6325,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4744,50626,6326,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4745,45904,6327,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4746,45893,6328,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4747,45929,6329,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4748,45921,6330,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4749,45945,6331,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4750,13401,6333,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4751,37472,6334,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4752,37696,6335,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4753,39681,6336,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4755,26509,6339,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4757,37712,6341,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4758,37752,6342,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4759,37753,6344,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4760,37735,6345,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4761,37512,6346,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4763,57330,6348,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4764,3304,6350,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4765,19756,6352,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4766,17557,6353,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4768,37858,6355,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4769,39801,6357,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4770,37935,6358,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4771,52468,6359,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4772,37901,6360,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4773,45775,6361,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4774,37868,6362,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4775,37970,6364,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4776,27023,6365,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4777,42969,6366,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4779,63276,6368,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4780,45763,6370,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4781,11329,6371,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4783,37984,6373,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4784,37995,6374,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4785,37933,6377,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4786,37947,6379,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4787,40021,6381,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4788,33122,6382,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4789,38047,6383,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4790,38248,6384,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4791,19168,6386,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4792,40094,6387,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4793,38034,6388,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4794,50527,6389,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4795,38117,6390,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4796,38591,6391,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4797,38567,6392,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4798,33379,6393,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4799,40810,8181,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4800,38622,6394,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4801,41126,6395,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4802,55921,6397,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4803,55915,6398,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4804,55916,6399,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4805,55929,6400,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4806,55927,6401,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4807,55928,6402,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4808,55930,6403,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4809,55931,6404,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4810,55920,6405,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4811,55940,6406,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4812,55942,6408,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4813,55945,6409,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4814,55949,6410,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4815,55939,6411,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4816,33236,6412,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4817,55975,6413,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4818,42554,6416,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4820,1549,6422,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4754,61294,31026,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4821,12213,6424,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4822,1595,6427,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4823,62193,6428,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4824,17084,6429,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4825,48035,6430,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4826,48454,6431,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4827,43601,6432,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4828,15825,6434,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4829,40297,6435,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4714,37106,35369,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4819,21890,36398,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4830,11339,36929,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4762,10085,6347,2018-02-23 04:16:11 UTC,2018-02-27 03:57:49 UTC
4831,10223,6437,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4832,1275,6438,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4833,46788,6439,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4834,22452,6441,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4836,30904,6443,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4838,29736,6445,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4840,33249,6448,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4841,3527,6450,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4842,24264,6451,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4843,43378,6452,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4844,24597,6453,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4845,38308,6455,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4846,56139,6457,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4847,19729,6458,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4848,56118,6459,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4849,56119,6460,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4850,56135,6395,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4851,56233,6461,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4852,56236,6464,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4853,56237,6465,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4854,56246,6466,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4855,56249,6468,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4856,3450,6469,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4857,56223,6470,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4858,56253,6471,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4859,41156,6472,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4860,38694,6473,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4861,38658,6474,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4862,829,6475,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4864,10105,6477,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4865,1597,6478,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4866,49581,6479,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4867,38400,6480,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4868,53912,6481,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4869,31818,6482,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4870,17975,6484,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4871,32921,6486,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4872,43592,6487,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4873,57396,6488,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4874,2099,6490,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4875,21949,6491,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4876,33000,6492,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4877,36440,6493,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4878,42277,6494,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4880,19828,6496,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4881,13207,6497,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4882,13284,6498,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4883,57272,6499,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4884,57293,6500,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4885,57294,6501,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4886,57300,6502,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4887,57306,6504,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4888,57302,6505,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4889,57372,6506,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4890,57308,6507,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4891,57355,6508,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4892,57359,6509,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4893,57360,6510,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4894,57363,6511,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4896,57366,6514,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4897,57373,6515,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4898,57374,6516,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4899,57391,6518,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4900,57392,6519,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4901,57673,6520,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4902,57675,6521,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4903,57676,6522,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4904,57678,6523,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4905,57681,6524,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4906,57682,6525,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4907,57687,6526,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4908,57738,6527,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4909,21026,6528,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4910,10115,6530,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4911,28628,6531,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4912,57947,6532,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4913,57739,6533,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4914,57741,6534,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4915,57742,6535,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4916,57666,6536,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4917,57730,6537,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4918,57715,6538,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4919,57746,6539,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4920,43582,6540,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4921,57943,6541,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4922,44380,6542,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4923,57876,6543,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4924,43869,6544,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4925,58084,6545,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4926,43800,6546,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4927,43807,6547,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4928,43818,6548,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4929,43758,6550,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4930,20008,6551,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4931,10260,6552,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4932,954,6554,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4933,43772,6555,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4934,43778,6556,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4935,43802,6557,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4936,43798,6558,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4937,43805,577,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4939,43840,6560,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4940,43841,6561,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4941,43860,6562,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4942,43871,6563,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4943,43875,6564,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4944,43876,6565,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4945,43814,6566,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4946,43819,6567,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4947,43827,6568,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4948,32268,6569,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4949,43863,6570,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4950,43918,6571,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4951,2213,6573,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4952,2226,6574,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4953,2116,6575,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4954,10309,6576,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4863,19637,36721,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4835,16137,38882,2018-02-23 04:16:12 UTC,2018-02-27 03:57:49 UTC
4955,2125,6577,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4956,2151,6578,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4957,2156,6579,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4959,2241,6581,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4960,4326,6582,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4962,44686,6586,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4963,44674,6587,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4964,43899,6588,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4965,43896,6589,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4966,47311,6590,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4968,44471,6592,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4969,44676,6593,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4970,20579,6594,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4971,44642,6579,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4973,1432,6596,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4974,1448,6597,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4975,1451,6598,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4976,1462,6599,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
4977,1483,6600,2018-02-23 04:16:13 UTC,2018-02-27 03:57:49 UTC
