cop,act_name,street,city,state,zip,lat,lon,phone,url1,url2,brand1,brand2,brand3,brand4,brand5,brand6
TRUE,Hopkins Acura,1555 El Camino Real,Redwood City,CA,94063-1938,37.480228,-122.22649,(650) 364-6771,www.hopkinsacura.com,,Acura,,,,,
TRUE,Hopkins Acura of Fairfield,2459 Auto Mall Pkwy,Fairfield,CA,94533-5850,38.246326,-122.07552,(707) 427-2200,www.hopkinsacuraoffairfield.com,,Acura,,,,,
TRUE,Hoy Fox Acura,7230 Viscount Blvd.,El Paso,TX,79925,31.7809,-106.38888,(888) 928-2137,www.hoyfoxacura.com,,Acura,,,,,
TRUE,Hubler Acura,1265 U. S. Highway 31 S,Greenwood,IN,46143-2412,39.599789,-86.10376,(317) 883-4560,www.hubleracura.com,,Acura,,,,,
TRUE,Island Acura,3350 Sunrise Hwy,Wantagh,NY,11793-4026,40.67194,-73.506279,(516) 679-5400,www.islandacura.com,,Acura,,,,,
TRUE,Jackson Acura,10900 Alpharetta Hwy,Roswell,GA,30076,34.045788,-84.341034,(770) 650-4000,www.jacksonacura.com,,Acura,,,,,
TRUE,Jay Wolfe Acura,1029 W 103rd St,Kansas City,MO,64114-4509,38.941772,-94.6035,(888) 358-5496,www.jaywolfeacura.com/,www.jaywolfeacura.com,Acura,,,,,
TRUE,Jenkins Acura,2025 Sw College Rd,Ocala,FL,34471-1663,29.1737,-82.159103,(352) 867-1800,www.jenkinsacura.com,,Acura,,,,,
TRUE,Jody Wilkinson Acura,1111 S Main St,Salt Lake City,UT,84111-4400,40.744831,-111.89034,(801) 595-1111,www.jodywilkinsonacura.com,,Acura,,,,,
TRUE,Joe Bullard Acura,1151 East I-65 Service,Mobile,AL,36606,30.668858,-88.126747,(251) 478-7779,www.acuraofmobile.com,,Acura,,,,,
TRUE,Joe Rizza Acura,8150 W 159th St,Orland Park,IL,60462-4939,41.602112,-87.817566,(708) 403-7770,www.joerizzaacura.net,,Acura,,,,,
TRUE,John Eagle Acura,16015 Katy Freeway,Houston,TX,77094,29.7843247,-95.6653619,(888) 220-4667,www.johneagleacura.com,,Acura,,,,,
TRUE,Jones Acura,1335 Manheim Pike,Lancaster,PA,17601-3123,40.066792,-76.328041,(717) 394-0711,www.jonesacura.com/,www.jonesacura.com,Acura,,,,,
TRUE,Karen Radley Acura,14700 Jefferson Davis Highway,Woodbridge,VA,22191,38.636182,-77.271652,(703) 497-0900,www.karenradleyacura.com,,Acura,,,,,
TRUE,Kearny Mesa Acura,5202 Kearny Mesa Rd,San Diego,CA,92111-1801,32.830818,-117.14262,(858) 541-0200,www.kearnymesaacura.com/,www.kearnymesaacura.com,Acura,,,,,
TRUE,Kendall Acura,846 Goodpasture Island Rd,Eugene,OR,97401,44.085354,-123.106596999999,855-603-2988,www.kendallacuraofeugene.com,www.kendallacura.com,Acura,,,,,
TRUE,King Acura,1687 Montgomery Hwy,Hoover,AL,35216-4905,33.390869,-86.806213,(205) 979-8888,www.kingacura.com/,www.kingacura.com,Acura,,,,,
TRUE,Lehigh Valley Acura,333 State Ave,Emmaus,PA,18049-3023,40.545689,-75.487915,(610) 967-6500,www.lehighvalleyacura.com,,Acura,,,,,
TRUE,Leith Acura,900 Auto Park Blvd,Cary,NC,27511-6005,35.74054,-78.813103,(919) 274-8669,www.leithacura.com,,Acura,,,,,
TRUE,Leith Acura of Fayetteville,2022 Skibo Rd,Fayetteville,NC,28314-2245,35.057232,-78.971802,(910) 864-2277,www.leithacura.net,www.acurafayetteville.com,Acura,,,,,
TRUE,Lindsay Acura,5880 Scarborough Blvd,Columbus,OH,43232-4746,39.930901,-82.835037,(614) 863-2885,www.lindsayacura.com,,Acura,,,,,
TRUE,Los Gatos Acura,16151 Los Gatos Blvd,Los Gatos,CA,95032-4515,37.234501,-121.96371,(408) 358-8000,www.losgatosacura.com,,Acura,,,,,
TRUE,Lyle Pearson Acura,7675 Gratz Dr,Boise,ID,83709,43.601299,-116.27708,(208) 377-3900,www.lylepearsonacura.com,,Acura,,,,,
TRUE,Mac Churchill Acura,3125 Ne Loop 820,Fort Worth,TX,76137-2469,32.840061,-97.306198,(817) 232-2872,www.macchurchill.com,,Acura,,,,,
TRUE,Marin Acura,5860 Paradise Dr,Corte Madera,CA,94925-1203,37.925716,-122.51297,(888) 956-2746,www.marinacura.com/,,Acura,,,,,
TRUE,Mathews Acura,1127 Delaware Ave,Marion,OH,43302-6417,40.568985,-83.122131,(740) 387-1400,www.mathewsacura.com,,Acura,,,,,
TRUE,McConnell Acura,2860 Eastern Blvd,Montgomery,AL,36116-1022,32.341789,-86.225983,(334) 271-5551,www.mcconnellacura.com,,Acura,,,,,
TRUE,McDaniels Acura,501 W Killian Rd,Columbia,SC,29203-9138,34.137436,-80.954697,(803) 786-6400,www.mcdanielsacura.biz,www.mcdanielsacura.net,Acura,,,,,
TRUE,McDaniels Acura Of Charleston,2283 Savannah Highway,Charleston,SC,29414,32.79124,-80.043232,(888) 460-9085,www.mcdanielsacuraofcharleston.net,,Acura,,,,,
TRUE,McGrath Acura of Downtown Chicago,1301 N Elston Ave,Chicago,IL,60642-2417,41.904781,-87.659126,(773) 336-6300,www.mcgrathacuraofdowntownchicago.com,,Acura,,,,,
TRUE,McGrath Acura of Morton Grove,9105 Waukegan Rd,Morton Grove,IL,60053-2120,42.04562,-87.799202,(847) 695-8000,www.mcgrathacura.com/,www.mcgrathacura.com,Acura,,,,,
TRUE,McGrath Acura of Westmont,400 E Ogden Ave,Westmont,IL,60559-1203,41.810349,-87.966148,(630) 323-8200,www.acurabymcgrath.com,,Acura,,,,,
TRUE,Metro Acura,9377 Autoplex Drive,Montclair,CA,91763,34.083549,-117.69267,(909) 626-6000,www.metroacura.com,www.metroacura.com/,Acura,,,,,
TRUE,Miami Acura,16601 S Dixie Hwy,Miami,FL,33157-3442,25.61577,-80.346077,(305) 232-1400,www.miamiacura.com,,Acura,,,,,
TRUE,Mike Hale Acura,5601 S State St,Murray,UT,84107-6130,40.649212,-111.88831,(801) 747-6360,www.mikehaleacura.com,,Acura,,,,,
TRUE,Mike Harvey Acura,1070 Broadway,Burlingame,CA,94010-2415,37.588211,-122.36351,(650) 579-4200,www.mikeharveyacura.com,,Acura,,,,,
TRUE,Mile High Acura,2799 S Havana St,Denver,CO,80014-2803,39.664585,-104.86771,(303) 743-5130,www.milehighacura.com,,Acura,,,,,
TRUE,Montano Acura,1200 S Renaissance Blvd Ne,Albuquerque,NM,87107-7003,35.134354,-106.61934,(505) 345-8741,www.montanoacura.com,,Acura,,,,,
TRUE,Montgomeryville Acura,1009 Bethlehem Pike,Montgomeryville,PA,18936,40.221699,-75.231712,(215) 661-1880,www.acuraofmontgomeryville.com,www.montgomeryvilleacura.com,Acura,,,,,
TRUE,Motorcars Acura,18123 Rockside Rd,Bedford,OH,44146-2039,41.403454,-81.551552,(440) 439-8400,www.motorcarsacura.com/,,Acura,,,,,
TRUE,MotorWorld Acura,150 Motorworld Drive,Wilkes-Barre,PA,18703,41.2563832,-75.8409115,(888) 453-9324,www.motorworldacura.com,,Acura,,,,,
TRUE,Muller Acura of Merrillville,3301 W Lincoln Hwy,Merrillville,IN,46410-9300,41.470985,-87.376816,(219) 472-7000,www.mulleracuraofmerrillville.com,,Acura,,,,,
TRUE,Muller's Woodfield Acura,1099 W Higgins Rd,Hoffman Estates,IL,60169-4205,42.051384,-88.10759,(847) 519-9550,www.mullerswoodfieldacura.com,,Acura,,,,,
TRUE,Mungenast St. Louis Acura,13720 Manchester Rd,Manchester,MO,63011-4502,38.595791,-90.480057,(314) 822-2872,www.stlouisacura.com,,Acura,,,,,
TRUE,Nalley Acura,1355 Cobb Pkwy S,Marietta,GA,30060-6542,33.918621,-84.501381,(770) 422-4441,www.nalleyacura.com,,Acura,,,,,
TRUE,Naples Acura,659 Airport Pulling Rd N,Naples,FL,34104-6102,26.159519,-81.766449,(239) 643-6166,www.naplesacura.com,,Acura,,,,,
TRUE,Napleton's Palm Beach Acura,6870 Okeechobee Blvd,West Palm Beach,FL,33411-2510,26.7071,-80.152283,(561) 686-0300,www.acuraofpalmbeach.com,,Acura,,,,,
TRUE,Neil Huffman Acura At Oxmoor,100 Oxmoor Court,Louisville,KY,40222,38.2469725,-85.6173657,(888) 435-5280,www.acuraatoxmoor.net,,Acura,,,,,
TRUE,Niello Acura,150 Automall Dr,Roseville,CA,95661-3031,38.751701,-121.26,(916) 872-2400,www.acura.niello.com,,Acura,,,,,
TRUE,Norm Reeves Acura of Mission Viejo,28802 Marguerite Pkwy,Mission Viejo,CA,92692-3808,33.543995,-117.67275,(949) 347-0500,www.normreevesacura.com,,Acura,,,,,
TRUE,Norris Acura West,8559 Baltimore Nat Pik,Ellicott City,MD,21043,39.283379,-76.808533,(410) 461-7000,www.norrisacurawest.com,,Acura,,,,,
TRUE,Northeast Acura,942 New Loudon Rd,Latham,NY,12110-2107,42.766399,-73.754539,(888) 318-9040,www.northeastacura.com,,Acura,,,,,
TRUE,Oakland Acura,277 27th St,Oakland,CA,94612-3802,37.81361,-122.26261,(510) 444-8383,www.oaklandacura.com/,www.oaklandacura.com,Acura,,,,,
TRUE,Open Road Acura Of East Brunswick,1041 Route 18,East Brunswick,NJ,8816,40.4169278,-74.3719641,(888) 713-4255,www.openroadacuraofeastbrunswick.com,www.openroadacuraofeastbrunswick.com/,Acura,,,,,
TRUE,Open Road Acura Of Wayne,1425 Route 23 South,Wayne,NJ,7470,40.9327414,-74.2690372,(866) 222-2934,www.openroadacuraofwayne.net,www.openroadacuraofwayne.net/,Acura,,,,,
TRUE,Orr Acura,8730 Business Park Dr,Shreveport,LA,71105-5610,32.421165,-93.7248,(800) 743-0853,www.orracura.com,,Acura,,,,,
TRUE,Paragon Acura,56-02 Northern Blvd,Woodside,NY,11377,40.753191,-73.904652,(888) 416-3614,www.paragonacura.com,www.paragonacura.com/,Acura,,,,,
TRUE,Park Acura,921 Interstate Parkway,Akron,OH,44312,40.9790684,-81.4904724,(888) 237-0804,www.parkacura.com,,Acura,,,,,
TRUE,Park Ave. Acura,247 W Passaic St,Maywood,NJ,07607-1257,40.903759,-74.072662,(201) 587-9000,www.parkaveacura.com,,Acura,,,,,
TRUE,Pauly Acura,2699 Skokie Valley Rd,Highland Park,IL,60035-1040,42.200363,-87.832916,(847) 433-8200,www.paulyacura.com,,Acura,,,,,
TRUE,Performance Acura,1814 Durham-Chapel Hill Boulevard,Chapel Hill,NC,27514,35.9460317,-79.0086508,(888) 742-6227,www.performanceacurachapelhill.com,,Acura,,,,,
TRUE,Phil Smith Acura,940 N Federal Highway,Pompano Beach,FL,33062,26.2415253,-80.1021134,(866) 455-6924,www.philsmithacura.com,,Acura,,,,,
TRUE,Piazza Acura of Ardmore,150 W Lancaster Ave,Ardmore,PA,19003-1305,40.009228,-75.294205,(610) 896-8600,www.piazzaacuraofardmore.com,,Acura,,,,,
TRUE,Piazza Acura of Reading,1001 Lancaster Ave,Reading,PA,19607-1609,40.314415,-75.942924,(610) 777-7601,www.piazzaacuraofreading.com,,Acura,,,,,
TRUE,Piazza Acura of West Chester,1330 Wilmington Pike,West Chester,PA,19382-8218,39.904099,-75.566803,(800) 630-1378,www.piazzaacuraofwestchester.com,,Acura,,,,,
TRUE,Pikes Peak Acura,655 Automotive Drive,Colorado Springs,CO,80905,38.816476,-104.839382,(877) 297-0076,www.pikespeakacura.com,,Acura,,,,,
TRUE,"Pikes Peak Acura, Ltd",655 Automotive Dr,Colorado Spgs,CO,80905-7000,38.816551,-104.83868,(719) 633-1500,www.pikespeakacura.com/,,Acura,,,,,
TRUE,Precision Acura of Princeton,3001 U. S. Highway 1,Lawrenceville,NJ,08648-2405,40.277161,-74.704002,(609) 895-0600,www.precisionacura.com,,Acura,,,,,
TRUE,Price Acura,4585 S Dupont Hwy,Dover,DE,19901-6034,39.096851,-75.544876,(866) 846-0183,www.priceacura.com,,Acura,,,,,
TRUE,Prime Acura,103 Providence Hwy,East Walpole,MA,02032-1512,42.155449,-71.204308,(508) 921-1950,www.primeacura.com,,Acura,,,,,
TRUE,Prime Acura North,137 Lafayette Rd,North Hampton,NH,03862-2410,42.986546,-70.827644,(603) 379-3173,www.primeacuranorth.com,www.primeacuranh.com,Acura,,,,,
TRUE,Priority Acura,1701 S Military Hwy,Chesapeake,VA,23320,36.792736,-76.241577,(757) 420-5114,www.priorityacura.com,,Acura,,,,,
TRUE,Proctor Acura,3523 W Tennessee St,Tallahassee,FL,32304-1007,30.458099,-84.350021,(850) 694-0592,www.proctoracura.com,,Acura,,,,,
TRUE,Pye Acura,2131 Chapman Rd,Chattanooga,TN,37421-1647,35.057537,-85.188812,(423) 855-5454,www.pyeacura.com,,Acura,,,,,
TRUE,Radley Acura,5823 Columbia Pike,Falls Church,VA,22041,38.849041,-77.131042,(703) 824-5700,www.radleyacura.com,,Acura,,,,,
TRUE,Rallye Acura,1750 Northern Blvd,Roslyn,NY,11576,40.805149,-73.64035,(516) 625-7070,www.rallyeacura.com,,Acura,,,,,
TRUE,Ray Laks Acura,7460 Transit Rd,Williamsville,NY,14221,42.970818,-78.69709,(716) 632-1111,www.raylaksacura.com,,Acura,,,,,
TRUE,Regal Acura,2615 Lakeland Hills Blvd,Lakeland,FL,33805,28.076744,-81.953117,(863) 687-8000,www.regalacura.com,,Acura,,,,,
TRUE,Rick Case Acura,875 North State Rd.7,Fort Lauderdale,FL,33317,26.134607,-80.20358,(888) 502-8130,www.rickcaseacura.com,,Acura,,,,,
TRUE,Ron Tonkin Acura,9655 Sw Canyon Rd,Portland,OR,97225-2909,45.493973,-122.77617,(888) 579-2873,www.rontonkinacura.com,,Acura,,,,,
TRUE,Rosenthal Acura,623 N Frederick Ave,Gaithersburg,MD,20879-3306,39.15551,-77.212212,(301) 840-9333,www.rosenthalacura.com/,www.rosenthalacura.com,Acura,,,,,
TRUE,Santa Monica Acura,1717 Santa Monica Blvd,Santa Monica,CA,90404-1906,34.026871,-118.48254,(866) 442-1705,www.santamonicaacura.com,,Acura,,,,,
TRUE,Scanlon Acura,14270 S Tamiami Trl,Fort Myers,FL,33912-1940,26.515245,-81.864952,(800) 226-6800,www.scanlon-acura.com,,Acura,,,,,
TRUE,Schaller Acura,345 Center St,Manchester,CT,06040-3922,41.772564,-72.534431,(860) 647-7077,www.schalleracura.com,,Acura,,,,,
TRUE,Shearer Acura,1301 Shelburne Rd,South Burlington,VT,05403-7712,44.434402,-73.210777,(888) 574-0170,www.sheareracura.com,,Acura,,,,,
TRUE,Sierra Acura of Alhambra,1700 W Main St,Alhambra,CA,91801-1826,34.091019,-118.14221,(626) 284-8533,www.sierraacura.com,,Acura,,,,,
TRUE,Smail Acura,5035 State Route 30,Greensburg,PA,15601-6978,40.300194,-79.487671,(724) 834-1160,www.smailacura.com,,Acura,,,,,
TRUE,Smithtown Acura,780 Middle Country Road,St James,NY,11780,40.860425,-73.1495029999999,866-331-0597,www.smithtownacura.com,,Acura,,,,,
TRUE,Sons Acura,7060 Jonesboro Rd,Morrow,GA,30260-2905,33.562443,-84.344109,(888) 557-9954,www.sonsacura.com,,Acura,,,,,
TRUE,South Coast Acura,2925 Harbor Blvd,Costa Mesa,CA,92626-3912,33.676819,-117.91989,(714) 979-2500,www.southcoastacura.com,,Acura,,,,,
TRUE,Southern Motors Acura,402 E Broughton St,Savannah,GA,31401-3406,32.077911,-81.087524,(912) 232-3222,www.southernmotorsacura.com,,Acura,,,,,
TRUE,Spitzer Acura,3617 Washington Rd,Mcmurray,PA,15317-2906,40.280426,-80.123245,(724) 941-9800,www.spitzeracura.com,,Acura,,,,,
TRUE,Springfield Acura,243 Route 22,Springfield,NJ,07081-3562,40.685188,-74.322243,(973) 912-9000,www.springfieldacura.com,,Acura,,,,,
TRUE,Sterling Acura of Austin,4801 S Interstate 35,Austin,TX,78744-1806,30.208019,-97.755341,(512) 691-3800,www.sterlingacuraofaustin.com,www.sterlingacura.com,Acura,,,,,
TRUE,Sterling McCall Acura,10455 Southwest Freeway,Houston,TX,77074,29.6676277,-95.5499566,(713) 596-2300,www.sterlingmccallacura.com,www.sterlingmccallacura.com/,Acura,,,,,
TRUE,Stevenson Acura,821 S College Rd,Wilmington,NC,28403-4409,34.219898,-77.884048,(910) 395-1116,www.stevensonacura.com,,Acura,,,,,
TRUE,Suburban Acura,25000 Haggerty Rd,Farmington Hills,MI,48335-1000,42.475761,-83.434677,(248) 427-7933,www.suburbanacura.com,,Acura,,,,,
TRUE,Sunnyside Acura,482 Amherst St,Nashua,NH,03063-1224,42.791821,-71.52153,(603) 880-6550,www.sunnysideacura.com,,Acura,,,,,
TRUE,Superior Acura,5555 Dixie Highway,Fairfield,OH,45014,39.33206,-84.5227589,(877) 463-7076,www.superioracurastore.com,www.acura.superiorcars.com,Acura,,,,,
TRUE,Superior Acura of Dayton,60 Loop Road,Centerville,OH,45459,39.64953,-84.15542,(888) 318-0517,www.superioracuradayton.com,,Acura,,,,,
TRUE,Sussman Acura,850 Old York Rd,Jenkintown,PA,19046-1557,40.106701,-75.124001,(215) 887-1800,www.sussmanacura.com,,Acura,,,,,
TRUE,Sutton Acura,4796 Riverside Dr,Macon,GA,31210-1116,32.921459,-83.710274,(478) 471-6877,www.suttonacura.com,,Acura,,,,,
TRUE,Thomas Acura,580 S Citrus Ave,Covina,CA,91723-2929,34.079529,-117.88976,(888) 739-4144,www.thomasacura.com/,www.thomasacura.com,Acura,,,,,
TRUE,Thornhill  Acura,131 MacCorkle Avenue SW,South Charleston,WV,25303,38.3675,-81.70073,(304) 744-0707,www.thornhillacura.com,,Acura,,,,,
TRUE,Tim Smith Acura,219 Miracle Strip Pkwy S.W,Fort Walton Beach,FL,32548,30.4059702,-86.6273689,(877) 463-0187,www.timsmithacura.com,,Acura,,,,,
TRUE,Tischer Acura,3510 Fort Meade Road,Laurel,MD,20724,39.101421,-76.821487,(301) 575-1756,www.tischeracura.com,,Acura,,,,,
TRUE,Valencia Acura,23955 Creekside Rd,Valencia,CA,91355-1703,34.419189,-118.55384,(661) 255-3000,www.valenciaacura.com,,Acura,,,,,
TRUE,Vandergriff Acura,1100 W Interstate 20,Arlington,TX,76017-5830,32.67659,-97.121361,(866) 879-2710,www.vandergriffacura.com,,Acura,,,,,
TRUE,Vern Eide Acura,4030 Grange Dr,Sioux Falls,SD,57105,43.508456,-96.737645,(888) 854-7157,www.verneideacura.com,www.verneideacura.com/,Acura,,,,,
TRUE,Walker Acura,8951 Veterans Blvd,Metairie,LA,70002,30.00635,-90.229362,(504) 464-4004,www.walkeracura.com/,www.walkeracura.com,Acura,,,,,
TRUE,Weir Canyon Acura,8375 E La Palma Ave,Anaheim,CA,92807-2511,33.876591,-117.75054,(714) 777-3300,www.weircanyonacura.com,,Acura,,,,,
TRUE,White Bear Acura,3525 Highway 61 N,White Bear Lake,MN,55110,45.048424,-93.037048,(651) 481-7000,www.whitebear-acura.com,,Acura,,,,,
TRUE,Zimbrick Acura,7525 Century Ave,Middleton,WI,53562,43.111494,-89.511,(608) 230-0987,www.zimbrickacura.com,,Acura,,,,,
TRUE,Zeigler Alfa Romeo and Fiat of Schaumburg,210 W. Golf Road,Schaumburg,IL,60195,42.0491983,-88.0857297,(888) 790-1202,www.fiatusaofschaumburg.com,,Alfa Romeo,FIAT,,,,
TRUE,Zeigler Alfa Romeo Fiat Maserati of Schaumburg,210 W Golf Road ,Schaumburg,IL ,60195,42.04955,-88.0751,,www.hzfiatofschaumburg.com,,Alfa Romeo,FIAT,Maserati,,,
TRUE,Gaudin Motor Company,7200 West Sahara Ave,Las Vegas,NV,89117,36.1447347,-115.2504087,(877) 201-0667,www.gaudinmotorcompany.com,,Audi,,,,,
TRUE,Hiley Dealerships,6561 University Drive,Huntsville,AL,35804,34.747,-86.689,8559716956,www.vwaudihuntsville.com,,Audi,,,,,
TRUE,Royal Nissan Vw Audi Subaru,3333 E 3Rd St,Bloomington,IN,47401,39.16421,-86.491164,812-332-3333,www.royal-nissan.com/,,Audi,Nissan,Subaru,Volkswagen,,
TRUE,Zimbrick Audi,2300 Rimrock Rd,Madison,WI,53713,43.0391,-89.3811,6082584000,www.zimbrickaudiofmadison.com,,Audi,,,,,
TRUE,Bentley Atlanta,10995 Westside Parkway,Alpharetta,GA,30009,34.042004,-84.322867,(888) 212-6694,www.bentleyatlanta.com,,Bentley,,,,,
TRUE,Bentley Automotive Group,2120 Drake Avenue SW,Huntsville,AL,35805,34.707,-86.594,866-250-7318,www.bentleyauto.com,,Bentley,,,,,
TRUE,Bentley Boston,533 Boston Post Road,Wayland,MA,1778,42.363047,-71.390491,(888) 215-9684,www.bentleyboston.com,,Bentley,,,,,
TRUE,Bentley Honolulu,720 Kapiolani Boulevard ,Honolulu ,HI ,96813,21.30455,-157.8571,808-377-4614,www.bentleyofhonolulu.com,,Bentley,,,,,
TRUE,Bentley Newport Beach,445 E Pacific Coast Highway,Newport Beach,CA,92660,33.616146,-117.89957,949-478-0590,www.bentleynewportbeachca.com,,Bentley,,,,,
TRUE,Bentley Walnut Creek,1425 Parkside,Walnut Creek,CA,94596,37.911599,-122.064547,(888) 310-8798,www.bentleywalnutcreek.com,,Bentley,,,,,
TRUE,Alderson European Motors,1120 19th Street,Lubbock,TX,79401,33.578434,-101.848251,(888) 517-0056,www.aldersonbmw.com,,BMW,,,,,
TRUE,Anderson Motor Company of Crystal Lake,360 N IL Route 31,Crystal Lake,IL,60012-3759,42.2536,-88.2877,(815)455-4330,www.andersonbmw.com,,BMW,,,,,
TRUE,Braman Motors Miami,2020 2060 Biscayne Blvd,Miami,FL,33137,25.796,-80.189,(800) 546-1637,www.bramanmotorsbmwenespanol.com,www.bramanmiami.com,BMW,,,,,
TRUE,D-Patrick Motoplex,200 N Green River Rd,Evansville,IN,47715-2406,37.9767,-87.4926,(812)473-6500,www.dpatrickbmw.com,,BMW,,,,,
TRUE,"Dave Walter, Inc.",500 W Exchange St,Akron,OH,44302-1420,41.084755,-81.536002,(330)762-0791,www.davewalterbmw.com,,BMW,,,,,
TRUE,"Dreyer & Reinbold, Inc.",9375 Whitley Dr,Indianapolis,IN,46240-1349,39.9236,-86.1148,(317)573-0200,www.dreyerreinboldbmw.com,,BMW,,,,,
TRUE,Gault Auto Sport,2507 North St,Endicott,NY,13760-6105,42.1071,-76.034,(607)748-8244,www.gaultautosportbmw.com,,BMW,,,,,
TRUE,Global Imports,550 Interstate North Pkwy SE,Atlanta,GA,30339-5007,33.898366,-84.44942,(770)951-2697,www.atlantabmw.com,,BMW,,,,,
TRUE,Hixson Autoplex,1201 Louisville Ave,Monroe,LA,71201-6019,32.5133,-92.1105,(318)388-3300,www.hixsonbmw.com,www.hixsonautoplex.com,BMW,,,,,
TRUE,Isringhausen Imports,200 E Madison St,Springfield,IL,62702-5132,39.804052,-89.652902,(217)528-2042,www.isringhausenbmw.com,www.isringhausen.porschedealer.com,BMW,,,,,
TRUE,"Jackie Cooper Imports, LLC",14145 Broadway Ext,Edmond,OK,73013-4120,35.61407,-97.49381,(866)597-5676,www.cooperbmw.com,,BMW,,,,,
TRUE,"John Markel, Inc.",716 N 102nd St,Omaha,NE,68114-2150,41.266039,-96.071763,(402)393-9700,www.markelbmw.com/bmw,,BMW,,,,,
TRUE,Karl Knauz Motors,407 Skokie Hwy,Lake Bluff,IL,60044-2207,42.2768167,-87.8690333,(847)604-5000,www.knauzbmw.com/index.htm,,BMW,,,,,
TRUE,"New Motors, Inc.",8670 Peach St,Erie,PA,16509-4721,42.035118,-80.066047,(814)868-4805,www.newmotors-bmw.com,,BMW,,,,,
TRUE,Nick Alexander Imports,6333 S Alameda Street,Los Angeles,CA,90001-1812,33.9821,-118.2359,(323)583-1901,www.alexanderbmw.com,,BMW,,,,,
TRUE,Prestige Automobiles,"491 E. Marine Corps Drive, Rte. 1",Dededo,GU,96929,144.851495,13.515866,+1 (671) 633-2698,www.guambmw.com,www.landroverguam.com,BMW,,,,,
TRUE,"Reeves Import Motorcars, Inc.",109 E Fowler Ave,Tampa,FL,33612-5227,28.0545176,-82.4569899,(813)936-5500,www.Reeves-BMW.com,www.reevesvw.com,BMW,,,,,
TRUE,Tomkinson Automotive,929 Avenue of Autos,Fort Wayne,IN,46804-5106,41.0763,-85.2167,(888)729-3813,www.tomkinsonbmw.com,,BMW,,,,,
TRUE,Vista Motor Company,4401 W Sample Rd,Coconut Creek,FL,33073-3451,26.274025,-80.184316,(954)935-2700,www.vistabmw.com,,BMW,,,,,
TRUE,BMW of Lincoln,6701 Telluride Dr,Lincoln,NE,68521-8969,40.877864,-96.683338,(402)479-7500,www.huskerbmw.com,www.bmwoflincoln.com,BMW,,,,,
TRUE,Bill Dodge BMW,5 Saunders Way,WESTBROOK,ME,4092,43.673,-70.336,(207) 854-3200,www.billdodgebmwreviews.com,,BMW,,,,,
TRUE,A & L BMW,3780 William Penn Hwy,Monroeville,PA,15146-2126,40.436,-79.7845,(412)373-6071,www.albmw.com,,BMW,,,,,
TRUE,Advantage BMW,1305 Gray St,Houston,TX,77002-0000,29.747117,-95.36871,(713)289-1200,www.advantagebmwhouston.com,,BMW,,,,,
TRUE,Advantage BMW of Clear Lake,400 Gulf Fwy S,League City,TX,77573-3528,29.499187,-95.110724,(281)557-7000,www.advantagebmwclearlake.com,,BMW,,,,,
TRUE,Apple BMW of York,1370 Roosevelt Ave,York,PA,17404-2208,39.978067,-76.757745,(717)845-6689,www.applebmwofyork.com,,BMW,,,,,
TRUE,Athens BMW,3040 Atlanta Hwy,Athens,GA,30606-6967,33.9429,-83.4419,(706)549-5340,www.athensbmw.com,,BMW,,,,,
TRUE,Autogermana BMW,298 Avenue Chardon,Hato Rey,PR,00918-1409,18.421665,-66.050118,877-498-6598,www.autogermanabmw.com,,BMW,,,,,
TRUE,Autohaus BMW,3015 S. Hanley Rd,Saint Louis,MO,63143,38.6094261,-90.3343534,(888) 435-6507,www.bmwautohaus.com,,BMW,,,,,
TRUE,Autoplex BMW,4600 Canyon Dr,Amarillo,TX,79109-6010,35.1584,-101.8766,(806)359-2886,www.autoplexbmw.com,,BMW,,,,,
TRUE,Bachrodt BMW,7070 Cherryvale North Blvd,Rockford,IL,61112-1002,42.2504,-88.978,(815)332-4700,www.loubachrodtbmw.com,,BMW,,,,,
TRUE,Baron BMW,9010 Shawnee Mission Pkwy,Merriam,KS,66202-2820,39.0157743,-94.6912372,(913)722-5100,www.baronbmw.com,,BMW,,,,,
TRUE,Basney BMW,52203 State Rd 933,South Bend,IN,46637-3849,41.73464,-86.25067,(574)272-8504,www.basneybmw.com,,BMW,,,,,
TRUE,Bert Ogden BMW,3201 N 10th St,McAllen,TX,78501-1925,26.2324082,-98.225156,(956)686-6666,www.bertogdenbmw.com,,BMW,,,,,
TRUE,Bert Smith BMW,3800 34th Street North,Saint Petersburg,FL,33714,27.807463,-82.680611,(866) 391-7794,www.bertsmithbmw.com,,BMW,,,,,
TRUE,Beverly Hills BMW,5070 Wilshire Blvd,Los Angeles,CA,90036-4381,34.061833,-118.339477,(310)358-7800,www.bmwofbeverlyhills.com,,BMW,,,,,
TRUE,Bill DeFouw BMW,320 Sagamore Pkwy S,Lafayette,IN,47905-4741,40.4126587,-86.8584788,(765)449-2800,www.defouwbmw.com,,BMW,,,,,
TRUE,Bill Jacobs BMW,2495 Aurora Ave,Naperville,IL,60540-1023,41.763299,-88.195886,(630)357-1200,www.billjacobsbmw.com,,BMW,,,,,
TRUE,Bill Pearce BMW,11555 S Virginia St,Reno,NV,89511-9307,39.42638,-119.761,(775)826-2100,www.billpearcebmw.com,,BMW,,,,,
TRUE,Bluegrass BMW,3235 Park Ave,Paducah,KY,42001-4007,37.0836,-88.6509,(270)444-0660,www.bluegrassbmw.com,,BMW,,,,,
